13812	avg.offtv.cc	0.5	0.008334	1.0
14435	anigato.ru	0.95	0.072	1.0
12507	archeonews-ru.turbopages.org	0.25	0.016425	0.21
8589	alcoformer.ru	0.75	0.017273	0.09
14001	arcanetv.ru	0.75	0.05	0.124
9035	akniga.xyz	0.25	0.000362	1.0
11791	avtolektron.ru	0.25	0.020909	0.09
12515	android-obzor.com	0.75	0.075989	0.155
13233	apatiti.bezformata.com	0.25	0.027273	0.08
13814	all-history.mirtesen.ru	0.95	0.001416	0.069
11858	anvay.ru	0.75	0.04726	0.124546
14123	anime-jutsu.online	0.5	0.001347	1.0
11777	ac.lordfilms-s.tv	0.5	0.049715	1.0
14050	api1610205268.loadbox.ws	0.95	0.08125	1.0
12927	avtoprofinforms.ru	0.95	0.08126	1.0
10345	aniqit.com	0.5	0.07	1.0
13818	allserial.org	0.95	0.000385	0.1
9012	as23.online-star.org	0.95	0.013333	0.05
9866	avataraang.online	0.5	0.02125	1.0
11857	autobibikka.ru	0.5	0.079988	1.0
9013	audio-books.club	0.25	0.000658	0.086
11857	astra-referens.ru	0.75	0.039989	1.0
12532	astrodaily.ru	0.5	0.049505	1.0
12532	automn.ru	0.95	0.2	1.0
12927	academy.hermitagemuseum.org	0.5	0.08126	0.184
11997	all-the-books.ru	0.25	0.04375	0.05687
11860	autoclub99.ru	0.95	0.039364	0.0864
13252	android.biblprog.org.ua	0.25	0.020533	0.05
12515	adminway.ru	0.5	0.084546	0.1468
11859	avidreaders.ru	0.5	0.034989	0.1
13898	amedia.online	0.75	0.0071	1.0
13574	avtomaster-ekspert.ru	0.75	0.005	0.08
11865	asembler.store	0.75	0.004533	0.03937
12507	allinminecraft.org	0.5	0.039988	0.21
12276	allrelease.ru	0.25	0.057605	0.116997
13988	art-news.space	0.95	0.015	1.0
8669	as49.online-stars.org	0.95	0.018215	0.0405
13812	azlk.intfor.ru	0.75	0.015455	0.05687
14036	apola.ru	0.5	0.05281	0.124
11864	astv.ru	0.75	0.00726	1.0
13233	avtobddinfo.ru	0.75	0.055	0.124
12515	and.lihuhu.tiletriple3d	0.95	0.000438	0.113637
10007	app.hugly.social_pro	0.5	0.078517	0.6
11857	ageofgothic.ru	0.75	0.038989	1.0
12515	app.bevsa.rus_r86	0.95	0.074389	0.0824
11857	altergames.intellect_battle	0.5	0.000069	0.064
11858	allturkserials.com	0.5	0.039363	0.0864
14051	anekdoty.ru	0.95	0.072	1.0
13816	af-online.lordfilms-s.biz	0.25	0.000738	0.002026
9035	avtomarket.ru	0.95	0.008182	0.0864
10208	allforchildren.ru	0.95	0.013261	0.124546
14051	afy.ru	0.75	0.0768	1.0
13685	anime777.ru	0.5	0.0042	1.0
11999	anime-bit.ru	0.25	0.017856	1.0
10135	allshops.me	0.25	0.06545	0.184
13233	antr-adm.ru	0.25	0.0254	1.0
8592	abandoned.city.survival	0.5	0.056	0.12
14317	and.lihuhu.matchpair3d	0.75	0.001135	0.001962
13233	anime-bit.ru	0.75	0.011499	1.0
14240	altapress.ru	0.25	0.16	0.176
12160	axia-audio2.ru	0.75	0.013636	0.031819
14051	americangods.ru	0.95	0.068182	0.16
12927	avar.me	0.95	0.1	1.0
10135	ancientrome.ru	0.75	0.0299	0.184
14288	anisima.ru	0.25	0.02	0.04
13812	arabianmama.ru	0.25	0.014613	1.0
13266	as.yalla-kora-online.com	0.95	0.013043	0.05
14051	alkoperegon.ru	0.75	0.078525	1.0
13266	apkpure.com	0.5	0.039999	0.21
9865	avtotema.mediasalt.ru	0.95	0.03	0.21
14036	analiz-imeni.ru	0.75	0.03937	1.0
10009	american-lit.niv.ru	0.5	0.0136	0.21
13233	armavir.bezformata.com	0.75	0.037	0.09
9012	avtoved.guru	0.95	0.007273	0.045
12176	adshort.live	0.75	0.000834	0.001152
12685	apr07.kinotrast.ru	0.75	0.085714	1.0
12685	americangods.ru	0.75	0.077273	1.0
11868	appleinsider.ru	0.95	0.014988	1.0
12901	andreyex.ru	0.95	0.031818	0.124546
13901	autotravel-nn.ru	0.95	0.085	0.176
12282	af.lordfilms-s.tv	0.95	0.080953	1.0
13812	arbolit.org	0.25	0.000139	0.1
9578	aboutan.ru	0.75	0.020534	0.05625
13899	aist-24.ru	0.5	0.019048	0.05687
11868	autosport.com.ru	0.25	0.011989	0.21
12685	ap.badflix.cyou	0.75	0.075	0.11
11905	anekdot-book.com	0.5	0.00726	0.124546
13812	arabicprogrammer.com	0.95	0.008182	0.08
9012	ambertv.ru	0.75	0.03046	0.0864
13252	au.yahoo.com	0.25	0.009758	0.049999
11904	andreyex.ru	0.5	0.010897	0.124546
13254	aznaetelivy.ru	0.75	0.039999	0.056249
14040	and.lihuhu.machingtriple	0.75	0.000102	0.000283
11857	anekdoty-svezhie.ru	0.25	0.010989	0.08
8589	atastv.ru	0.75	0.000139	1.0
14051	arhiuch.ru	0.75	0.0411	1.0
12358	apps.infinite.mousesound	0.75	0.000128	0.000942
10725	avia-pro.net	0.75	0.0144	0.0712
12285	auto-myinfo.ru	0.25	0.075	0.184
9866	avia-pro.net	0.95	0.0184	1.0
13818	arzamas.bezformata.com	0.95	0.020909	0.08
11865	autogear.ru	0.75	0.043624	0.108
13901	akkordy.su	0.75	0.085	0.085
10007	anime-bit.ru	0.95	0.007	1.0
12378	and.lihuhu.cubemt	0.95	0.056728	0.087273
13233	acuravio.xyz	0.95	0.012	0.05687
9866	as104.online-stars.org	0.95	0.02125	1.0
11791	as93.online-stars.org	0.5	0.017856	0.1
12877	and.io.matchgames.dmatch	0.75	0.16	1.0
9012	abbeydownton.com	0.75	0.015038	0.1
14123	as103.online-stars.org	0.95	0.00105	1.0
13812	amedia.online	0.5	0.000684	1.0
10009	autodostoinstvo.ru	0.95	0.000150	0.1
13812	a.mxfilm.top	0.75	0.006873	1.0
14001	angl-gdz.ru	0.75	0.05687	0.108
12803	aj.lordfilms-s.tv	0.25	0.117188	1.0
12294	animemoon.org	0.25	0.045	0.0875
10208	autonews.blog	0.5	0.000203	1.0
11777	anixart.tv	0.95	0.088	1.0
14001	ao.lordfilms-s.tv	0.5	0.086	0.09
13818	art-lunch.ru	0.25	0.0136	0.1
10209	astrojurnal.ru	0.75	0.010096	0.108
9012	asurco.ru	0.5	0.0385	0.12
13254	arduinoplus.ru	0.95	0.049999	1.0
11857	allposlovicy.ru	0.95	0.047989	0.104
13899	animego.space	0.25	0.011438	0.0864
14123	animy.org	0.25	0.00105	1.0
9012	avtomarket.ru	0.95	0.016	1.0
9011	alpha-otvet.ru	0.75	0.019048	1.0
13251	ageofwonders.fandom.com	0.5	0.020533	0.056249
12176	afroblacktv.com	0.75	0.080953	1.0
13812	abakan.kinoafisha.info	0.5	0.0405	1.0
11903	and.dinlygo.tripletile3d	0.95	0.004039	1.0
11858	altfishing-club.ru	0.5	0.031403	0.124546
11777	allepizode.com	0.5	0.072	0.1835
10134	alimenty-expert.ru	0.95	0.07083	0.184
10726	audioboo.org	0.75	0.0136	0.05687
12507	altai-green.ru	0.25	0.014989	0.069
12685	avataraang.online	0.5	0.069307	1.0
14051	algeomath.ru	0.95	0.073288	1.0
13238	artoftesting.com	0.95	0.04375	0.05687
13233	admbabynino.ru	0.25	0.0136	1.0
12685	after-effects-projects.com	0.25	0.074167	0.1835
11857	android-igry.ru	0.5	0.037789	0.124546
9864	animenime.ru	0.75	0.0	1.0
9866	anekdotipro.ru	0.5	0.022078	1.0
11857	aquarium-fish-home.ru	0.95	0.056715	0.1
13899	animego.space	0.75	0.011438	0.0864
12887	akkordbard.ru	0.25	0.04	0.09
11868	antique-lit.niv.ru	0.75	0.000162	1.0
10344	allserial.top	0.75	0.07	1.0
12282	animestars.org	0.25	0.068182	1.0
10209	avtolektron.ru	0.95	0.036363	0.068
9061	atastv.ru	0.75	0.000318	1.0
11857	and.lihuhu.matchpair3d	0.5	0.000072	1.0
14003	americanhorrorstory.ru	0.5	0.015978	0.05
12176	androfon.ru	0.25	0.061739	0.155
8663	app-time.ru	0.5	0.014999	1.0
12176	autopeople.ru	0.95	0.061739	0.155
14051	autogrm.ru	0.5	0.0792	0.1835
13818	autonews.blog	0.5	0.028	1.0
13677	alf67.ru	0.95	0.005	0.047
11894	andrei.brusentcov.schoolcalculator.free	0.95	0.0728	1.0
10726	astsite.ru	0.25	0.012	0.08125
11777	artyhomes.ru	0.95	0.085714	1.0
11777	art13.lord-film.art	0.25	0.069	1.0
14051	anizerro.online	0.95	0.066988	1.0
8669	amazingfacts.ru	0.95	0.0096	0.124
12282	anime-bit.ru	0.5	0.068182	1.0
13812	anime.anidub.life	0.25	0.000139	0.1
13251	avp.fandom.com	0.5	0.049999	1.0
13257	asiateka.ru	0.5	0.009999	0.011881
12176	autotak.ru	0.5	0.000919	0.11136
8669	as58.online-stars.org	0.5	0.018095	0.064
11858	agro-portal.su	0.95	0.039989	0.21
13252	akket.com	0.5	0.00086	1.0
11857	app.listta.goals	0.75	0.00726	1.0
12282	af.lordfilms-s.tv	0.75	0.080953	1.0
14036	anekdoty-smeshnye.ru	0.5	0.028	0.08125
14051	avmo.ru	0.25	0.0712	1.0
8663	auc.estransit.ru	0.75	0.015455	0.0864
12507	andrologmed.ru	0.5	0.02726	0.124546
8589	astro.sibnet.ru	0.25	0.007273	0.108
12509	angarsk.hh.ru	0.5	0.049988	0.1
13252	auto.ria.com	0.75	0.020533	0.21
12685	archive81.ru	0.95	0.088	0.155
11865	awayne.biz	0.75	0.014988	0.08
13680	akket.com	0.75	0.04375	0.1
11777	apr17.kinotrast.ru	0.5	0.08	1.0
10208	anelibria.anilibria.cf	0.75	0.020909	0.0384
13812	americancrimestory.org	0.5	0.012	0.09
14051	avto-garazhg.ru	0.5	0.05847	0.131235
12507	astrakhanpost.ru	0.75	0.014988	0.1
11905	amedia.online	0.25	0.039363	0.21
11777	allmmorpg.ru	0.5	0.107813	0.21
13898	akki--carsh-ru.turbopages.org	0.25	0.047273	0.104
11894	air.com.goodgamestudios.empirefourkingdoms	0.25	0.072727	1.0
11777	aif.ru	0.5	0.103	1.0
12887	app-96441.games.s3.yandex.net	0.25	0.031818	0.0864
14051	avtozam.com	0.95	0.076	0.16
11868	anticwar.ru	0.75	0.039364	0.1
9011	allmessangers.ru	0.5	0.01	0.0864
12685	abandon.thealloha.club	0.5	0.079999	1.0
12294	ap-online.lordfilms-s.art	0.75	0.039999	1.0
11865	ara5.ru	0.95	0.014988	0.08726
8589	anilibria.anilibria.cf	0.75	0.012	0.09
9012	artvidru1.ru	0.25	0.0136	0.05
12927	amazingstream.pw	0.25	0.08126	1.0
9012	animejoy.ru	0.25	0.008	1.0
12176	augustnews.ru	0.25	0.000667	0.12544
13237	altapress.ru	0.5	0.01	0.04375
11997	audio-books.su	0.25	0.0125	1.0
13812	aug26pm.films1080.best	0.95	0.014167	0.048
12282	au-online.lordfilms-s.art	0.95	0.0728	1.0
12685	animesos.ru	0.75	0.073637	1.0
12515	and.io.matchgames.dmatch	0.25	0.000656	1.0
13812	aquarium-fish-home.ru	0.75	0.030738	0.09
12515	app-time.ru	0.95	0.072715	1.0
13001	and.matchgames.zenblossom	0.5	0.062496	0.155
10725	alfadart.com	0.25	0.0128	1.0
14435	avr.best-trailer.ru	0.95	0.0728	1.0
13252	apkbog.com	0.95	0.021999	1.0
11868	audiokniga-online.ru	0.95	0.009989	1.0
13899	alkoperegon.ru	0.5	0.008	0.1
9012	aw3.lordfilms.green	0.25	0.0125	0.058
12176	autochrome.ru	0.25	0.089109	0.155
9578	aviationtoday.ru	0.75	0.009091	0.068334
12531	abc.profilib.org	0.25	0.035	0.1
11865	automanya.ru	0.5	0.004533	0.087273
12927	app-vzlom.ru	0.5	0.08126	1.2
12507	altwall.net	0.5	0.033788	0.144
10009	and.dinlygo.tripletile3d	0.75	0.012	0.12
13425	air.com.aceviral.mutantfightingcup2	0.75	0.000323	1.0
12515	animenime.ru	0.75	0.071189	1.0
10726	allgosts.ru	0.75	0.012	0.1
13812	afisha.sevastopol.press	0.25	0.025	0.1
10009	avto-new-yas.ru	0.75	0.0075	1.0
12176	air.com.hfg.a101escaperoomgames	0.95	0.000834	0.155
9012	a4.2021-filmaaa.net	0.25	0.013334	1.0
8592	all.chat.stories	0.25	0.011105	0.168182
13001	ad.lordfilms-s.tv	0.5	0.085714	1.0
11909	ansedo.com	0.95	0.123989	0.124
9012	android-club.ws	0.75	0.004762	1.0
9035	adresglob.ru	0.25	0.012	0.1
11857	allpetnames.ru	0.75	0.008169	1.0
13256	app.kryds.android	0.25	0.000112	0.02
13252	android.biblprog.org.ua	0.5	0.020533	0.05
14051	apimovie.topdbltj.ws	0.75	0.141825	1.0
12176	avtoexperts.ru	0.5	0.052174	0.155
10009	audioboo.org	0.5	0.008	0.049
13412	air.com.pixelfederation.diggy	0.25	0.000223	1.0
11864	avchernov.ru	0.25	0.016425	0.045
11858	a-apple.ru	0.25	0.014389	0.1
12515	autoservisivse.ru	0.5	0.081818	0.1835
14003	animeonline.cc	0.25	0.000068	1.0
13233	alaws.ru	0.95	0.108	0.124546
11905	avtomobilgaz.ru	0.95	0.014989	0.056728
14050	api1637257977.delivembd.ws	0.25	0.0675	1.0
11894	and.matchgames.zenblossom	0.95	0.111	1.0
14003	a.10film.top	0.95	0.005	0.099999
