sample	wall_ns	service	config	pid	tid	thread_name	pool	runtime_ns	wait_ns	timeslices	affinity	current_cpu
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58866	jemalloc_bg:c60	jemalloc_bg	69014271859	32171787628	76003	60	60
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58867	task-runner:c66	task-runner	211936	2347	2	66	66
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58868	fast-schedu:c31	fast-schedu	59808	1603	2	31	31
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58869	task-runner:c67	task-runner	1550659732265	414547570556	499108	67	67
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58871	cs-grpc-p:c63	cs-grpc-p	65595683429266	10636192132034	81666971	63	63
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58872	cs-grpc-p:c66	cs-grpc-p	63781621313076	11902522384799	81087474	66	66
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58873	cs-grpc-p:c65	cs-grpc-p	63019012723119	12425621135198	81157280	65	65
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58874	cs-grpc-p:c67	cs-grpc-p	67894956935022	11639163379583	80970629	67	67
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58875	cs-grpc-p:c24	cs-grpc-p	57881561874046	17174627234008	81563407	24	24
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58876	cs-grpc-p:c68	cs-grpc-p	57062331653537	28690032411713	75933182	68	68
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58877	cs-grpc-p:c69	cs-grpc-p	60777313642726	16566221602745	77965792	69	69
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58878	cs-grpc-p:c70	cs-grpc-p	66157568928509	9983512528786	81074419	70	70
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58879	cs-grpc-p:c71	cs-grpc-p	59015345723918	27361210148398	74522841	71	71
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58880	cs-grpc-p:c18	cs-grpc-p	58367107074383	27348305669610	74179032	18	18
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58881	cs-grpc-p:c19	cs-grpc-p	68465071898419	9103257656869	80529450	19	19
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58882	cs-grpc-p:c20	cs-grpc-p	69644142878599	7459115610786	79790177	20	20
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58883	cs-grpc-p:c21	cs-grpc-p	66391755896747	10438403275389	80593146	21	21
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58884	cs-grpc-p:c22	cs-grpc-p	65934308561862	9405749219915	80223636	22	22
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58885	cs-grpc-p:c23	cs-grpc-p	60066360059648	16460911552810	82199980	23	23
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58886	cs-grpc-p:c64	cs-grpc-p	65082225718097	10448655542290	82660456	64	64
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58887	grpc_global:c64	grpc_global	8175032867	117642710852	264998	64	64
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58888	event_engin:c35	event_engin	3984896916837	16039983343185	157124632	35	35
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58889	event_engin:c54	event_engin	4129570650239	20046720476256	153489729	54	54
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58890	event_engin:c55	event_engin	3829850196549	19114257921282	152570644	55	55
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58891	event_engin:c56	event_engin	3752671815831	25320958456128	150544222	56	56
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58892	jemalloc_bg:c61	jemalloc_bg	43686751857	28102352064	54184	61	61
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58893	jemalloc_bg:c62	jemalloc_bg	119342027710	56471705736	109982	62	62
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58894	event_engin:c57	event_engin	3927087575510	14021775623654	158816320	57	57
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58895	event_engin:c58	event_engin	4002500071024	14674190151389	164092422	58	58
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58896	jemalloc_bg:c63	jemalloc_bg	42782720936	23774539867	53409	63	63
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58897	event_engin:c59	event_engin	4183590690310	12243098160326	154380583	59	59
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58899	event_engin:c60	event_engin	4044081739200	13798632587243	163365577	60	60
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58900	event_engin:c61	event_engin	4038315887483	17627240478429	157881875	61	61
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58902	event_engin:c62	event_engin	4073832711332	16147235206793	153976426	62	62
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58903	event_engin:c63	event_engin	3950189559209	32211061007654	147306655	63	63
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58904	event_engin:c64	event_engin	3834254297559	31615559758071	147400016	64	64
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58905	event_engin:c65	event_engin	3886311839738	32296130357131	148383080	65	65
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58906	event_engin:c66	event_engin	3855139988710	31772328914175	141567147	66	66
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58907	event_engin:c67	event_engin	3912172703295	34297717644571	140508750	67	67
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58908	event_engin:c68	event_engin	3646010502907	48126658197285	136814916	68	68
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58909	lifeguard:c57	lifeguard	7316242091	106976733120	342372	57	57
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58910	grpcpp_sync:c32	grpcpp_sync	713259414	8956594529	26515	32	32
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58911	grpc-server:c26	grpc-server	3003350536932	7664432704611	79424687	26	26
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58912	grpc-server:c28	grpc-server	3028340709425	7198523753162	82097806	28	28
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58913	grpc-server:c27	grpc-server	2999027143970	12370710314439	80133023	27	27
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58914	grpc-server:c29	grpc-server	2947977022050	6389506229863	79786219	29	29
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58915	grpc-server:c30	grpc-server	5810614220935	15512197072887	145323170	30	30
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58916	grpc-server:c31	grpc-server	6143510145208	18951386516224	146041695	31	31
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58917	grpc-server:c32	grpc-server	5934244244970	11905515325503	149159411	32	32
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58918	grpc-server:c33	grpc-server	5865687314976	15699903096421	146401758	33	33
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58919	grpc-server:c34	grpc-server	4459173284426	15384076772615	104505372	34	34
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58920	grpc-server:c55	grpc-server	4489097457865	12132562036619	109389405	55	55
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58921	grpc-server:c35	grpc-server	4405932283425	10396522059330	111057124	35	35
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58922	grpc-server:c58	grpc-server	4492398871352	8134885798192	113203669	58	58
0	1789479137234387968	ChannelServer	/opt/foros/server/etc/targetrtb/adcluster/adfe200/ChannelServer.xml	58846	58923	grpc-server:c54	grpc-server	2966008175195	9466175064822	65911256	54	54
