sample	wall_ns	service	config	pid	tid	thread_name	pool	runtime_ns	wait_ns	timeslices	affinity	current_cpu
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51145	event_engin:c24	event_engin	1116852536247	14226381373238	44298881	24	24
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51147	event_engin:c25	event_engin	1184598199334	10787694577250	44719402	25	25
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51148	event_engin:c26	event_engin	1155649903219	11146385440423	42945515	26	26
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51149	event_engin:c27	event_engin	1150914754207	12471455101507	43209644	27	27
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51150	event_engin:c28	event_engin	1080053298203	19817071133939	39662100	28	28
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51151	event_engin:c29	event_engin	1139112246141	13706619287807	42936977	29	29
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51152	event_engin:c30	event_engin	1133842303276	13565997305121	42605317	30	30
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51153	event_engin:c31	event_engin	1077066927632	22392127039007	37456746	31	31
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51154	event_engin:c32	event_engin	1169556230804	10318955129087	44452796	32	32
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51155	event_engin:c33	event_engin	1356665650892	5150115940533	51388963	33	33
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51156	event_engin:c34	event_engin	1388561145612	3762373503306	49429202	34	34
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51161	lifeguard:c61	lifeguard	3426205270	46569948701	150623	61	61
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51163	grpcpp_sync:c63	grpcpp_sync	262944321	2375659292	9615	63	63
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51171	grpc-server:c34	grpc-server	962436080658	2283165266179	26331606	34	34
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51173	grpc-server:c35	grpc-server	1001528642716	2466105080248	26355809	35	35
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51176	grpc-server:c54	grpc-server	1114554944923	2269584666988	27381578	54	54
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51179	grpc-server:c55	grpc-server	861490672987	2656250624371	22972039	55	55
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51184	grpc-server:c56	grpc-server	437928619291	1872554587015	9941578	56	56
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51190	grpc-server:c57	grpc-server	462017577335	1231415457619	10598016	57	57
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51194	grpc-server:c58	grpc-server	461461522641	1213876100015	10535506	58	58
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51201	grpc-server:c59	grpc-server	468496495670	1638997629275	10275242	59	59
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51205	grpc-server:c60	grpc-server	1754961234716	2599426387445	38252307	60	60
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51210	grpc-server:c61	grpc-server	1729282856039	2853922221688	37614044	61	61
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51212	grpc-server:c62	grpc-server	1751562992709	3350819155307	37579479	62	62
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51216	grpc-server:c63	grpc-server	1790644453268	4269133877540	37969625	63	63
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51219	grpc-server:c64	grpc-server	2030432432719	1060556309682	64255414	64	64
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51222	grpc-server:c65	grpc-server	2148651215335	952658392788	66209398	65	65
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51223	grpc-server:c66	grpc-server	2186964444421	951475535118	66272289	66	66
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51224	grpc-server:c67	grpc-server	2164062781254	939491443839	66120380	67	67
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51225	http-server:c69	http-server	2403190	1665526	10	69	69
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51226	http-server:c70	http-server	1031551	12579241	19	70	70
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51227	http-server:c71	http-server	590880	7243579	10	71	71
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51228	http-server:c18	http-server	305459	14837717	13	18	18
0	1789479137117764864	UserInfoManager	/opt/foros/server/etc/targetrtb/adcluster/adfe102/UserInfoManagerConfig.xml	51013	51229	task-runner:c64	task-runner	32372826224	6887093796	240616	18-35,54-71	66
