host,service,pool,pid,tid,thread_name,affinity,current_cpu,runtime_sec,wait_sec,elapsed_sec,cpu_pct,runqueue_wait_pct,runnable_pct
adfe100,CampaignManager,cm-grpc-p,1764,1822,cm-grpc-p:c32,32,32,101.999714106,210.388744452,600.004630784,16.999821146833717,35.06452011496881,52.064341261802525
adfe100,CampaignManager,cm-grpc-p,1764,1823,cm-grpc-p:c33,33,33,83.600525795,199.191065906,600.004630784,13.933313428891845,33.19825476108837,47.131568189980214
adfe100,CampaignManager,cm-grpc-p,1764,1829,cm-grpc-p:c34,34,34,92.257071209,212.12493644,600.004630784,15.37605986281334,35.35388321300547,50.72994307581881
adfe100,CampaignManager,cm-grpc-p,1764,1830,cm-grpc-p:c35,35,35,86.14405446,194.386340559,600.004630784,14.35723160126936,32.397473383664355,46.75470498493372
adfe100,CampaignManager,cm-grpc-p,1764,1831,cm-grpc-p:c54,54,54,99.316850704,229.874315495,600.004630784,16.552680697518447,38.312090224142636,54.86477092166109
adfe100,CampaignManager,cm-grpc-p,1764,1832,cm-grpc-p:c55,55,55,106.916424818,208.009899702,600.004630784,17.819266607708837,34.66804904992191,52.48731565763075
adfe100,CampaignManager,cm-grpc-p,1764,1833,cm-grpc-p:c56,56,56,124.079269704,123.556214452,600.004630784,20.679718678482697,20.592543475965254,41.27226215444795
adfe100,CampaignManager,cm-grpc-p,1764,1834,cm-grpc-p:c57,57,57,142.202228075,98.838217811,600.004630784,23.70018842841105,16.47290916435968,40.17309759277073
adfe100,CampaignManager,cm-grpc-p,1764,1835,cm-grpc-p:c58,58,58,123.03370713,168.690131581,600.004630784,20.50545959440966,28.11480494085186,48.620264535261526
adfe100,CampaignManager,cm-grpc-p,1764,1836,cm-grpc-p:c59,59,59,188.380340939,43.808889995,600.004630784,31.39648117262888,7.301425313627467,38.69790648625635
adfe100,CampaignManager,cm-logging,1764,1811,cm-logging:c21,21,21,146.471024343,321.306637771,600.004630784,24.411648982044134,53.55069299234617,77.9623419743903
adfe100,CampaignManager,cm-logging,1764,1812,cm-logging:c22,22,22,148.943713725,265.649494796,600.004630784,24.823760698376898,44.27457408935117,69.09833478772806
adfe100,CampaignManager,cm-logging,1764,1813,cm-logging:c23,23,23,138.046122852,255.897481427,600.004630784,23.007509570654666,42.64925107205087,65.65676064270554
